user_ID,user_ID_tag,result_value,game_time,our_team,our_team_object,our_team_total_kill,our_team_total_gold,enemy_team,enemy_team_object,enemy_team_total_kill,enemy_team_total_gold,game_players
kazezz,#12345,1,1595,"[[0, 'Skarner', 'Flash', 'Teleport', 6, 5, 15, 22731, 24019, 5, 127], [1, 'Vi', 'Flash', 'Smite', 11, 3, 15, 28850, 41062, 9, 186], [2, 'Taliyah', 'Flash', 'Teleport', 1, 7, 13, 20182, 22307, 5, 177], [3, 'Samira', 'Barrier', 'Flash', 23, 7, 8, 37308, 25803, 0, 177], [4, 'Pyke', 'Ignite', 'Flash', 7, 9, 17, 14286, 23372, 8, 37]]","[1, 1, 1, 6, 7, 1]",48,63627,"[[0, 'Aatrox', 'Teleport', 'Flash', 0, 10, 7, 20849, 38546, 1, 171], [1, 'Viego', 'Flash', 'Smite', 6, 9, 5, 11661, 31785, 9, 163], [2, 'LeBlanc', 'Flash', 'Teleport', 5, 8, 8, 21116, 24360, 0, 163], [3, 'Lucian', 'Flash', 'Barrier', 13, 6, 8, 29306, 20437, 0, 192], [4, 'Hwei', 'Heal', 'Flash', 7, 15, 14, 26884, 27592, 10, 32]]","[0, 2, 0, 0, 3, 0]",31,53981,"['mxx', '银河有迹可寻', 'kazezz', 'winable', '봄방학기간', 'God Thunder', '什么时候能得到别人认同', 'midqvq9', 'zenmewan', 'Minit']"
kazezz,#12345,1,1172,"[[0, 'Jayce', 'Flash', 'Teleport', 8, 4, 3, 13599, 10989, 0, 191], [1, 'Taliyah', 'Flash', 'Smite', 6, 5, 11, 17729, 18666, 2, 173], [2, 'Irelia', 'Teleport', 'Flash', 11, 0, 6, 16377, 16643, 2, 197], [3, ""Kai'Sa"", 'Flash', 'Cleanse', 10, 4, 12, 20168, 14050, 0, 129], [4, 'Nautilus', 'Ignite', 'Flash', 2, 7, 13, 4912, 12632, 7, 23]]","[0, 2, 1, 0, 6, 0]",37,49807,"[[0, 'Cassiopeia', 'Teleport', 'Flash', 0, 6, 2, 10460, 15293, 3, 167], [1, 'Lee Sin', 'Smite', 'Flash', 4, 6, 4, 9770, 21253, 2, 76], [2, 'Pantheon', 'Ignite', 'Flash', 7, 9, 4, 13871, 19054, 2, 115], [3, 'Aphelios', 'Barrier', 'Flash', 7, 9, 5, 15366, 17609, 2, 153], [4, 'Braum', 'Heal', 'Flash', 2, 7, 12, 7820, 18966, 7, 21]]","[0, 0, 0, 6, 2, 0]",20,37662,"['kazezz', 'aowamzosq', '이세계 최강 유미', 'DRX 현빈', 'MeseZZ', 'aierlanxiaozhu', 'kfo', '프리덤 에슬레틱', '돼지야 많이 먹어', '浩浩ouo']"
kazezz,#12345,0,1561,"[[0, 'Jax', 'Teleport', 'Flash', 4, 3, 2, 12754, 26081, 3, 188], [1, 'Nunu & Willump', 'Smite', 'Flash', 5, 5, 8, 14395, 37973, 5, 130], [2, 'Taliyah', 'Flash', 'Teleport', 8, 7, 3, 24962, 22987, 3, 213], [3, 'Varus', 'Flash', 'Heal', 0, 4, 3, 10589, 10527, 2, 189], [4, 'Nautilus', 'Flash', 'Ignite', 1, 10, 7, 6199, 21412, 5, 22]]","[0, 1, 0, 3, 6, 0]",18,48466,"[[0, 'Jayce', 'Teleport', 'Flash', 7, 7, 5, 23702, 21300, 1, 216], [1, 'Sejuani', 'Flash', 'Smite', 4, 3, 20, 14629, 32097, 9, 159], [2, 'Hwei', 'Flash', 'Teleport', 6, 3, 13, 29937, 16070, 5, 205], [3, 'Jinx', 'Cleanse', 'Flash', 11, 2, 6, 22566, 14514, 3, 227], [4, 'Braum', 'Ignite', 'Flash', 1, 3, 17, 6853, 22192, 7, 17]]","[1, 2, 1, 0, 11, 2]",29,57005,"['Mei Nagano', 'Dec 18', 'kazezz', '먹고자고게임해', 'Chen guo xi', '저쩔버섯', '永安王蕭楚河', 'mia', '이노링', '짤짤이']"
kazezz,#12345,0,1876,"[[0, 'Renekton', 'Teleport', 'Flash', 5, 5, 2, 20305, 43456, 3, 270], [1, 'Ivern', 'Smite', 'Flash', 3, 6, 12, 11346, 16854, 6, 131], [2, 'Tristana', 'Flash', 'Teleport', 7, 7, 4, 29373, 23557, 4, 327], [3, ""Kai'Sa"", 'Cleanse', 'Flash', 7, 5, 5, 24741, 16432, 4, 299], [4, 'Nautilus', 'Flash', 'Ignite', 1, 9, 11, 10202, 24436, 13, 23]]","[0, 1, 0, 0, 6, 0]",23,64311,"[[0, 'Rumble', 'Flash', 'Ignite', 7, 3, 5, 25813, 15919, 3, 254], [1, 'Maokai', 'Smite', 'Flash', 5, 3, 18, 13063, 35130, 5, 169], [2, 'Yone', 'Teleport', 'Flash', 3, 8, 11, 22406, 35439, 6, 216], [3, 'Jinx', 'Flash', 'Heal', 14, 5, 8, 37866, 18496, 5, 304], [4, 'Alistar', 'Ignite', 'Flash', 3, 4, 22, 6569, 25143, 12, 17]]","[2, 3, 1, 5, 11, 3]",32,68400,"['God Thunder', '청포도육포', '小哭包', 'Samver', 'kazezz', 'cosmos', 'JustLikeThatKR', 'Silver 1ining', 'wfzydg', 'KDF Quantum']"
kazezz,#12345,1,1569,"[[0, 'Riven', 'Flash', 'Teleport', 3, 5, 4, 8274, 22458, 0, 170], [1, 'Nidalee', 'Flash', 'Smite', 10, 3, 7, 18741, 29758, 3, 211], [2, 'Lee Sin', 'Flash', 'Teleport', 5, 7, 8, 18978, 32272, 2, 195], [3, ""Kai'Sa"", 'Flash', 'Cleanse', 16, 3, 9, 38437, 18903, 2, 221], [4, 'Nautilus', 'Flash', 'Ignite', 3, 2, 20, 11618, 19232, 17, 26]]","[1, 2, 1, 3, 10, 2]",37,59131,"[[0, 'Skarner', 'Teleport', 'Flash', 3, 5, 7, 20811, 24994, 4, 182], [1, 'Taliyah', 'Flash', 'Smite', 2, 9, 9, 17581, 24352, 7, 148], [2, 'Jayce', 'Teleport', 'Flash', 8, 4, 5, 31314, 16962, 1, 219], [3, 'Jinx', 'Barrier', 'Flash', 7, 8, 2, 13103, 22415, 1, 216], [4, 'Rell', 'Ignite', 'Flash', 0, 11, 10, 5878, 25455, 15, 21]]","[0, 1, 0, 0, 4, 0]",20,51977,"['AloisNL', 'ngu ngon', 'kazezz', 'DRX 현빈', '재훈이의모함', '사람위에사람없고', '小哭包', '흐물텅', 'スパークル', 'DRX 베르']"
kazezz,#12345,0,1444,"[[0, 'Rumble', 'Ignite', 'Flash', 2, 5, 1, 14721, 24660, 2, 191], [1, 'Nidalee', 'Smite', 'Flash', 4, 5, 4, 11904, 31017, 5, 150], [2, 'Yone', 'Flash', 'Teleport', 2, 10, 3, 16222, 31933, 0, 160], [3, 'Aphelios', 'Heal', 'Flash', 5, 6, 2, 11239, 17857, 1, 193], [4, 'Rell', 'Ignite', 'Flash', 1, 7, 8, 5546, 18274, 9, 21]]","[0, 2, 0, 2, 2, 0]",14,41350,"[[0, 'Jayce', 'Teleport', 'Flash', 3, 3, 13, 22031, 16680, 2, 191], [1, 'Pantheon', 'Flash', 'Smite', 14, 1, 10, 23786, 21390, 3, 151], [2, 'Aurelion Sol', 'Teleport', 'Flash', 9, 5, 11, 29483, 17868, 4, 177], [3, 'Jinx', 'Cleanse', 'Flash', 7, 2, 5, 14827, 10975, 4, 173], [4, 'Rakan', 'Ignite', 'Flash', 0, 3, 27, 6314, 17079, 10, 30]]","[1, 1, 1, 4, 9, 2]",33,54850,"['positive boy', 'Xunxunmimi', 'kazezz', 'OneZang', '광동귀환', 'january 10', 'A3nh', 'Chinata', '낭 패', '不要骂人']"
kazezz,#12345,1,1447,"[[0, 'Skarner', 'Teleport', 'Flash', 4, 1, 6, 21895, 17123, 1, 193], [1, 'Nidalee', 'Smite', 'Flash', 7, 2, 9, 16698, 29376, 4, 189], [2, 'Yone', 'Flash', 'Teleport', 4, 3, 9, 17966, 27229, 1, 232], [3, 'Jinx', 'Flash', 'Ghost', 6, 7, 7, 11867, 17900, 0, 143], [4, 'Thresh', 'Flash', 'Ignite', 0, 9, 13, 6046, 22137, 8, 31]]","[1, 1, 0, 6, 4, 0]",21,49921,"[[0, 'Malphite', 'Teleport', 'Flash', 0, 3, 4, 14958, 24868, 2, 170], [1, 'Pantheon', 'Flash', 'Smite', 4, 4, 10, 14597, 21975, 3, 111], [2, 'Hwei', 'Flash', 'Teleport', 6, 7, 3, 19843, 17940, 3, 167], [3, ""Kai'Sa"", 'Flash', 'Cleanse', 11, 2, 5, 25237, 12429, 1, 204], [4, 'Blitzcrank', 'Ignite', 'Flash', 1, 5, 13, 6466, 12965, 16, 24]]","[0, 2, 1, 0, 4, 0]",22,43582,"['NS Carim', '손주녁', 'kazezz', '별 수호자 조원영', '도자기', 'Znlm', 'A3nh', 'Reche7', 'DRX Teddy', '光而不耀 静水流深']"
kazezz,#12345,0,1409,"[[0, 'Jayce', 'Flash', 'Teleport', 1, 7, 1, 13338, 14789, 0, 178], [1, 'Lillia', 'Flash', 'Smite', 0, 7, 4, 13785, 33541, 4, 148], [2, 'Lee Sin', 'Flash', 'Teleport', 4, 9, 0, 19381, 29695, 4, 160], [3, 'Lucian', 'Flash', 'Barrier', 4, 6, 1, 19413, 19934, 1, 183], [4, 'Nami', 'Heal', 'Flash', 0, 6, 5, 8609, 16724, 9, 22]]","[0, 0, 0, 6, 2, 0]",9,39993,"[[0, 'Skarner', 'Teleport', 'Flash', 12, 0, 10, 30635, 23903, 3, 175], [1, 'Hecarim', 'Smite', 'Ghost', 10, 2, 8, 17784, 36986, 4, 173], [2, 'Akali', 'Teleport', 'Flash', 7, 3, 4, 19490, 21306, 2, 199], [3, 'Jhin', 'Heal', 'Flash', 3, 1, 16, 13362, 11399, 1, 153], [4, 'Rakan', 'Ignite', 'Flash', 3, 3, 19, 8377, 20548, 7, 42]]","[1, 3, 1, 0, 9, 1]",35,52959,"['SNSlingyun', 'hold me', 'kazezz', '열기구', 'KDF Quantum', 'DRX 개구리', '이 차가 식기전에', '신노스케', 'xiayoujie', 'No longer love']"
kazezz,#12345,1,1626,"[[0, ""K'Sante"", 'Teleport', 'Ghost', 2, 6, 10, 18636, 30727, 5, 175], [1, 'Lillia', 'Smite', 'Flash', 6, 3, 11, 23570, 33363, 8, 223], [2, 'Lee Sin', 'Flash', 'Teleport', 11, 4, 5, 26810, 26992, 4, 197], [3, 'Ashe', 'Heal', 'Flash', 7, 4, 8, 21721, 12555, 2, 250], [4, 'Nautilus', 'Ignite', 'Flash', 1, 4, 11, 5932, 18094, 12, 33]]","[1, 4, 0, 0, 10, 1]",27,59839,"[[0, 'Camille', 'Flash', 'Teleport', 7, 3, 7, 29564, 37735, 3, 220], [1, 'Nidalee', 'Smite', 'Flash', 3, 5, 11, 14395, 33083, 4, 166], [2, 'Riven', 'Flash', 'Teleport', 4, 5, 4, 17037, 23323, 0, 196], [3, 'Jinx', 'Flash', 'Cleanse', 6, 6, 5, 18833, 17644, 0, 189], [4, 'Braum', 'Ignite', 'Flash', 1, 8, 11, 5470, 20946, 12, 20]]","[0, 0, 1, 6, 8, 2]",21,53707,"['cikcik', 'Radiohead', 'kazezz', 'Ciabatta', 'KDF Quantum', '시비걸면지상렬', 'Herres', 'AloisNL', 'DRX 현빈', 'DRX 베르']"
kazezz,#12345,0,1179,"[[0, ""K'Sante"", 'Teleport', 'Flash', 2, 7, 2, 10898, 23392, 0, 135], [1, 'Nunu & Willump', 'Smite', 'Flash', 2, 3, 6, 7945, 25691, 4, 125], [2, 'Tristana', 'Flash', 'Teleport', 1, 3, 1, 8886, 12716, 1, 166], [3, 'Aphelios', 'Cleanse', 'Flash', 4, 5, 2, 13371, 12943, 2, 154], [4, 'Nautilus', 'Ignite', 'Flash', 2, 4, 5, 5563, 10327, 3, 27]]","[0, 0, 1, 0, 1, 0]",11,34071,"[[0, 'Skarner', 'Teleport', 'Flash', 4, 2, 7, 20711, 20515, 4, 149], [1, 'Lillia', 'Smite', 'Flash', 8, 0, 5, 14274, 23722, 5, 157], [2, 'Qiyana', 'Teleport', 'Flash', 8, 1, 3, 13214, 9391, 1, 150], [3, 'Jinx', 'Barrier', 'Flash', 2, 4, 8, 12161, 10368, 0, 116], [4, 'Braum', 'Exhaust', 'Flash', 0, 4, 11, 4581, 12016, 7, 20]]","[0, 2, 0, 6, 6, 1]",22,42244,"['スパークル', '짱 구', 'kazezz', 'yayh', 'T1 balloon', '학고참', '청포도육포', 'Xbm', '이상호93', 'KDF Quantum']"
kazezz,#12345,1,1182,"[[0, 'Skarner', 'Flash', 'Teleport', 4, 5, 2, 21146, 17072, 0, 167], [1, 'Taliyah', 'Smite', 'Flash', 2, 3, 12, 8508, 14536, 3, 157], [2, 'Lee Sin', 'Flash', 'Teleport', 19, 1, 3, 33409, 26405, 3, 188], [3, 'Corki', 'Barrier', 'Flash', 5, 5, 8, 13163, 14497, 1, 141], [4, 'Taric', 'Ignite', 'Flash', 4, 1, 18, 5326, 10708, 5, 32]]","[0, 2, 1, 0, 6, 1]",34,46863,"[[0, 'Tryndamere', 'Ghost', 'Flash', 5, 5, 2, 12887, 28427, 2, 144], [1, 'Nunu & Willump', 'Smite', 'Flash', 4, 5, 2, 7094, 24301, 2, 102], [2, 'Yasuo', 'Teleport', 'Flash', 1, 9, 3, 9849, 18872, 1, 130], [3, 'Jinx', 'Cleanse', 'Flash', 3, 9, 1, 13818, 16507, 0, 122], [4, 'Rakan', 'Ignite', 'Flash', 2, 6, 4, 4837, 11768, 6, 27]]","[0, 0, 0, 6, 3, 0]",15,35203,"['Jarvis', 'No longer love', 'kazezz', 'angeles', 'guadian', '곰팡호', '짱 구', 'Jiahai', 'OneZang', '폐 허']"
kazezz,#12345,1,1986,"[[0, 'Akali', 'Ignite', 'Teleport', 4, 6, 8, 24750, 33137, 3, 197], [1, 'Kindred', 'Smite', 'Flash', 10, 6, 11, 29659, 40907, 7, 235], [2, 'Ahri', 'Flash', 'Teleport', 10, 5, 10, 25381, 28549, 3, 215], [3, 'Draven', 'Cleanse', 'Flash', 16, 4, 8, 43282, 37431, 2, 249], [4, 'Renata Glasc', 'Heal', 'Flash', 2, 3, 35, 9072, 27846, 9, 46]]","[1, 5, 0, 0, 9, 1]",43,71314,"[[0, 'Jayce', 'Flash', 'Teleport', 5, 8, 8, 33736, 28480, 3, 252], [1, 'Nidalee', 'Smite', 'Flash', 11, 7, 6, 25248, 43181, 4, 224], [2, 'LeBlanc', 'Flash', 'Teleport', 5, 5, 10, 29711, 30607, 4, 216], [3, 'Jhin', 'Flash', 'Ghost', 3, 13, 9, 25784, 32782, 2, 217], [4, 'Blitzcrank', 'Ignite', 'Flash', 0, 10, 9, 5848, 27147, 18, 33]]","[0, 0, 0, 1, 4, 0]",24,60916,"['YM Heng', 'Bonnie', 'kazezz', 'angeles', 'lactea420', 'C9 David', 'JustLikeThatKR', 'FA 투정꾼', 'mnbvlkjhpoiu', '폐 허']"
kazezz,#12345,1,1558,"[[0, 'Akali', 'Teleport', 'Ignite', 14, 2, 5, 26666, 30242, 0, 173], [1, 'Talon', 'Smite', 'Ignite', 11, 4, 10, 17615, 33915, 3, 200], [2, 'Yone', 'Flash', 'Teleport', 5, 4, 14, 27386, 28420, 4, 234], [3, 'Ziggs', 'Teleport', 'Flash', 4, 2, 12, 26376, 10003, 7, 204], [4, 'Nautilus', 'Flash', 'Ignite', 4, 3, 16, 11472, 12875, 9, 23]]","[1, 1, 0, 1, 8, 1]",38,59155,"[[0, 'Irelia', 'Teleport', 'Flash', 3, 14, 2, 23453, 34882, 1, 207], [1, 'Viego', 'Smite', 'Flash', 2, 6, 8, 16549, 36327, 4, 152], [2, 'Lissandra', 'Flash', 'Teleport', 4, 6, 2, 21132, 24560, 1, 201], [3, 'Corki', 'Flash', 'Heal', 5, 8, 3, 11775, 17323, 2, 186], [4, 'Alistar', 'Flash', 'Ignite', 1, 4, 7, 4877, 24353, 7, 36]]","[0, 3, 1, 3, 2, 0]",15,47088,"['텟 수', 'kitty', '욘 네', '김홍주', 'kazezz', '연 진', 'Happybirthday', 'Griffith', '부산의딸김채현', '로미스타']"
kazezz,#12345,1,1249,"[[0, 'Cassiopeia', 'Flash', 'Teleport', 5, 3, 5, 11690, 14471, 3, 156], [1, 'Kindred', 'Flash', 'Smite', 9, 5, 7, 13036, 20286, 2, 140], [2, 'Hwei', 'Flash', 'Teleport', 5, 3, 12, 20701, 12065, 1, 182], [3, ""Kai'Sa"", 'Flash', 'Cleanse', 10, 3, 6, 20478, 9406, 0, 194], [4, 'Nautilus', 'Flash', 'Ignite', 0, 5, 17, 5715, 13140, 5, 24]]","[0, 2, 0, 4, 3, 0]",29,47082,"[[0, 'Gnar', 'Flash', 'Teleport', 3, 4, 3, 11519, 14279, 1, 175], [1, 'Graves', 'Smite', 'Flash', 3, 7, 8, 12531, 21961, 5, 137], [2, 'Galio', 'Ghost', 'Flash', 4, 6, 2, 9877, 20852, 1, 117], [3, 'Ezreal', 'Heal', 'Flash', 6, 4, 1, 10238, 13189, 4, 176], [4, 'Thresh', 'Flash', 'Ignite', 2, 8, 5, 5261, 16935, 6, 20]]","[0, 0, 1, 2, 3, 0]",19,40618,"['Pyosik', 'xinw', 'kazezz', 'DRX 현빈', '무 협', 'xiaokuanggong', '선취킬', '霜 田 木', '어린이즈', '我是清都山水郎']"
kazezz,#12345,0,1167,"[[0, 'Jayce', 'Flash', 'Teleport', 0, 7, 3, 12759, 15114, 1, 142], [1, 'Lee Sin', 'Smite', 'Flash', 0, 3, 3, 4705, 19121, 3, 130], [2, 'Orianna', 'Flash', 'Teleport', 2, 3, 0, 12004, 11672, 0, 168], [3, 'Caitlyn', 'Flash', 'Heal', 1, 5, 3, 7008, 13319, 2, 154], [4, 'Ashe', 'Barrier', 'Flash', 1, 1, 3, 6690, 6089, 5, 23]]","[0, 1, 0, 0, 1, 0]",4,31034,"[[0, 'Camille', 'Flash', 'Teleport', 6, 0, 6, 17573, 18870, 0, 153], [1, 'Nidalee', 'Flash', 'Smite', 9, 0, 5, 10810, 19983, 3, 143], [2, 'Tristana', 'Flash', 'Teleport', 3, 0, 1, 10068, 13216, 1, 189], [3, 'Varus', 'Heal', 'Flash', 1, 3, 2, 8746, 8768, 2, 164], [4, 'Nautilus', 'Flash', 'Ignite', 0, 1, 5, 2023, 5189, 8, 39]]","[0, 1, 1, 6, 5, 0]",19,40629,"['blue', 'DK Sharvel', 'kazezz', 'BULL', 'xiayoujie', 'C9 David', 'EungNam', 'FA 투정꾼', 'C9 Berserker', 'asdfhgjtidj']"
kazezz,#12345,1,1552,"[[0, 'Rumble', 'Flash', 'Ignite', 8, 6, 12, 28119, 23897, 7, 197], [1, 'Graves', 'Smite', 'Flash', 10, 4, 16, 20788, 20644, 9, 204], [2, 'Orianna', 'Flash', 'Teleport', 9, 6, 14, 22076, 17395, 4, 182], [3, 'Sivir', 'Flash', 'Cleanse', 14, 2, 11, 26720, 13302, 6, 232], [4, 'Blitzcrank', 'Ignite', 'Flash', 0, 5, 21, 5558, 16560, 14, 23]]","[1, 2, 1, 3, 10, 2]",41,64950,"[[0, 'Udyr', 'Teleport', 'Ghost', 2, 9, 4, 12106, 28077, 4, 170], [1, 'Kindred', 'Smite', 'Flash', 8, 8, 8, 17402, 30982, 4, 165], [2, 'Tristana', 'Ignite', 'Flash', 6, 10, 6, 13222, 22584, 0, 144], [3, 'Varus', 'Teleport', 'Flash', 6, 3, 8, 20260, 13057, 0, 217], [4, 'Taric', 'Heal', 'Flash', 1, 11, 13, 3966, 27886, 13, 31]]","[0, 1, 0, 3, 3, 0]",23,49424,"['지금을살아가다', '라쿤99', 'kazezz', '화내지말자', 'xiayoujie', 'positive boy', 'DK Sharvel', '顺飞丶不可雕', 'jkjkjkjkk', 'ivtaa']"
kazezz,#12345,0,1148,"[[0, ""K'Sante"", 'Ghost', 'Teleport', 2, 4, 2, 9958, 12234, 2, 151], [1, 'Lillia', 'Smite', 'Flash', 2, 5, 2, 5375, 22493, 2, 142], [2, 'Tristana', 'Flash', 'Teleport', 4, 5, 2, 10318, 12553, 0, 161], [3, 'Ashe', 'Barrier', 'Flash', 1, 3, 3, 4689, 8303, 2, 132], [4, 'Braum', 'Flash', 'Ignite', 1, 3, 4, 3031, 9327, 6, 29]]","[0, 0, 0, 3, 1, 0]",10,33024,"[[0, 'Volibear', 'Flash', 'Ignite', 6, 3, 1, 12955, 15666, 2, 148], [1, 'Brand', 'Flash', 'Smite', 7, 2, 6, 9139, 17829, 3, 147], [2, 'Talon', 'Flash', 'Ignite', 4, 1, 2, 7616, 11244, 2, 181], [3, 'Varus', 'Cleanse', 'Flash', 2, 3, 4, 10181, 7282, 2, 157], [4, 'Nautilus', 'Ignite', 'Flash', 1, 1, 8, 5366, 5145, 9, 26]]","[0, 2, 1, 3, 5, 0]",20,40873,"['blue', '원 영', 'kazezz', '역행자', 'yabi', '제발건들지마셈', 'xunhuan', 'riuo', 'yayh', 'xiayoujie']"
kazezz,#12345,1,1423,"[[0, 'Skarner', 'Flash', 'Teleport', 3, 4, 12, 23661, 20988, 4, 168], [1, 'Viego', 'Smite', 'Flash', 12, 2, 9, 18633, 28906, 10, 174], [2, 'Hwei', 'Flash', 'Teleport', 7, 5, 9, 29877, 16912, 0, 178], [3, ""Kai'Sa"", 'Barrier', 'Flash', 5, 3, 7, 12179, 14287, 3, 203], [4, 'Rell', 'Flash', 'Ignite', 4, 2, 21, 6796, 8459, 9, 33]]","[1, 3, 1, 2, 9, 2]",31,53881,"[[0, 'Kled', 'Flash', 'Teleport', 6, 4, 1, 11429, 28533, 2, 163], [1, 'Taliyah', 'Flash', 'Smite', 2, 7, 3, 11696, 20367, 2, 144], [2, 'Jayce', 'Flash', 'Teleport', 3, 6, 0, 17779, 20129, 0, 182], [3, 'Corki', 'Flash', 'Heal', 5, 6, 5, 13263, 15259, 0, 185], [4, 'Nautilus', 'Flash', 'Ignite', 0, 8, 9, 4989, 20449, 14, 22]]","[0, 0, 0, 4, 3, 0]",16,44806,"['도자기', 'hatsune', 'kazezz', '와쿠와쿠', 'Enchanted', '4399dd', 'douyu shiye', 'FA Smlz', '08player', 'eveirg']"
kazezz,#12345,0,1315,"[[0, 'Twisted Fate', 'Ghost', 'Flash', 4, 3, 6, 20539, 19273, 4, 183], [1, 'Lee Sin', 'Smite', 'Flash', 6, 9, 5, 12732, 26728, 6, 123], [2, 'LeBlanc', 'Teleport', 'Flash', 8, 3, 2, 19197, 17145, 4, 134], [3, 'Corki', 'Cleanse', 'Flash', 1, 7, 3, 10971, 13325, 1, 125], [4, 'Nautilus', 'Flash', 'Ignite', 2, 7, 6, 6753, 14030, 8, 23]]","[0, 1, 1, 0, 2, 0]",21,42838,"[[0, 'Shyvana', 'Ghost', 'Teleport', 1, 8, 3, 11360, 28696, 3, 139], [1, 'Graves', 'Smite', 'Flash', 6, 4, 10, 12259, 21094, 5, 149], [2, 'Sylas', 'Flash', 'Teleport', 7, 5, 3, 16159, 20763, 2, 151], [3, 'Jinx', 'Cleanse', 'Flash', 11, 2, 10, 25830, 13326, 2, 200], [4, 'Taric', 'Ignite', 'Flash', 4, 2, 19, 7017, 15777, 7, 39]]","[1, 2, 0, 3, 5, 0]",29,50834,"['다거짓이였어', '롤을떠난남자', '입문생', 'CODE WHITE', 'kazezz', 'NS Ady', 'Dadadadududu', 'Karis', 'lactea420', 'douyin丶baoshi']"
kazezz,#12345,0,1504,"[[0, 'Wukong', 'Flash', 'Teleport', 3, 8, 5, 17545, 25692, 0, 152], [1, 'Viego', 'Smite', 'Flash', 6, 9, 6, 16795, 35116, 6, 138], [2, 'Zoe', 'Flash', 'Ignite', 8, 3, 4, 17880, 12308, 2, 191], [3, 'Jinx', 'Flash', 'Barrier', 3, 5, 2, 6734, 15986, 2, 165], [4, 'Hwei', 'Flash', 'Heal', 1, 13, 8, 14196, 21670, 4, 26]]","[0, 0, 0, 3, 2, 0]",21,45094,"[[0, 'Urgot', 'Teleport', 'Flash', 2, 6, 11, 16460, 30558, 0, 175], [1, 'Kindred', 'Flash', 'Smite', 11, 2, 9, 21694, 23251, 6, 207], [2, 'Syndra', 'Teleport', 'Flash', 9, 5, 8, 21008, 13035, 8, 160], [3, 'Kalista', 'Flash', 'Cleanse', 10, 3, 5, 17958, 17113, 3, 241], [4, 'Pyke', 'Ignite', 'Flash', 6, 5, 15, 9541, 19761, 10, 21]]","[1, 3, 1, 3, 8, 1]",38,57820,"['抖音Yezi top', '산수 사이', 'Dragon God King', '홍철인그런거몰라', 'kazezz', 'utg0t', 'Wyfi', 'Daopa', 'gougoujingzhang', '나못참어']"
kazezz,#12345,1,1057,"[[0, 'Shen', 'Teleport', 'Flash', 1, 1, 5, 10238, 11878, 2, 105], [1, 'Kayn', 'Smite', 'Flash', 6, 4, 3, 7948, 17672, 0, 140], [2, 'LeBlanc', 'Flash', 'Teleport', 3, 4, 2, 11724, 11429, 1, 141], [3, 'Lucian', 'Ignite', 'Flash', 7, 3, 3, 14834, 10116, 0, 126], [4, 'Sona', 'Heal', 'Flash', 1, 2, 11, 9657, 9546, 5, 15]]","[0, 0, 0, 0, 2, 0]",18,35220,"[[0, 'Skarner', 'Teleport', 'Flash', 2, 3, 0, 10686, 15131, 2, 130], [1, ""Rek'Sai"", 'Smite', 'Flash', 3, 3, 3, 4567, 20851, 3, 92], [2, 'Ahri', 'Teleport', 'Flash', 2, 4, 2, 8621, 13069, 1, 136], [3, 'Aphelios', 'Barrier', 'Flash', 7, 4, 2, 13895, 12378, 0, 140], [4, 'Soraka', 'Heal', 'Flash', 0, 4, 8, 5194, 13019, 4, 15]]","[0, 1, 1, 6, 2, 0]",14,32739,"['Shen', '돌파구 sup', 'kazezz', '생배z', '1120632del', '쿠로미', 'savemyheart', '신노스케', '샤 인', 'xiaopingzi']"
kazezz,#12345,1,1912,"[[0, 'Olaf', 'Flash', 'Exhaust', 2, 4, 6, 17119, 30166, 6, 184], [1, 'Nidalee', 'Flash', 'Smite', 3, 0, 15, 20232, 35248, 5, 249], [2, 'Tristana', 'Flash', 'Teleport', 9, 3, 6, 23528, 26146, 4, 323], [3, 'Varus', 'Flash', 'Heal', 6, 4, 10, 16804, 14347, 4, 224], [4, 'Pyke', 'Flash', 'Ignite', 10, 8, 12, 17051, 23462, 12, 36]]","[1, 3, 1, 4, 10, 1]",30,70020,"[[0, 'Vayne', 'Flash', 'Ghost', 2, 6, 3, 23007, 25959, 6, 250], [1, 'Lee Sin', 'Flash', 'Smite', 7, 7, 4, 20014, 32738, 8, 226], [2, 'Hwei', 'Flash', 'Teleport', 2, 8, 8, 15208, 21071, 6, 248], [3, 'Seraphine', 'Teleport', 'Flash', 5, 3, 8, 18439, 12007, 0, 215], [4, 'Nautilus', 'Ignite', 'Flash', 3, 6, 10, 12051, 22833, 10, 32]]","[0, 1, 0, 2, 4, 0]",19,58015,"['Fan xiao dong', '메가 영재', 'kazezz', '三妖精SAY YA', 'BRO Pollu', '지금을살아가다', 'xiaohuangren', '흐아암', 'Torakle KR', '백수 연수']"
